Year,Month,Median montly series
1812,12,43.1
1813,1,82.8
1813,2,138.0
1813,3,44.0
1813,4,58.3
1813,5,114.5
1813,6,49.1
1813,7,84.9
1813,8,38.9
1813,9,103.3
1813,10,150.3
1813,11,106.3
1813,12,52.1
1814,1,29.7
1814,2,57.2
1814,3,44.5
1814,4,101.7
1814,5,50.8
1814,6,58.3
1814,7,77.3
1814,8,81.6
1814,9,39.2
1814,10,137.7
1814,11,191.7
1814,12,188.5
1815,1,48.8
1815,2,90.3
1815,3,111.0
1815,4,39.4
1815,5,95.5
1815,6,82.0
1815,7,52.9
1815,8,100.7
1815,9,121.4
1815,10,133.9
1815,11,83.0
1815,12,78.9
1816,1,73.4
1816,2,43.1
1816,3,68.7
1816,4,61.8
1816,5,103.7
1816,6,76.9
1816,7,163.1
1816,8,90.9
1816,9,136.3
1816,10,146.8
1816,11,64.1
1816,12,136.3
1817,1,86.1
1817,2,111.8
1817,3,86.1
1817,4,8.9
1817,5,59.2
1817,6,106.2
1817,7,158.7
1817,8,157.6
1817,9,35.8
1817,10,43.6
1817,11,140.8
1817,12,122.9
1818,1,151.3
1818,2,84.1
1818,3,153.7
1818,4,135.7
1818,5,50.4
1818,6,68.4
1818,7,79.3
1818,8,37.2
1818,9,121.3
1818,10,129.7
1818,11,110.5
1818,12,79.3
1819,1,158.8
1819,2,121.1
1819,3,51.4
1819,4,68.5
1819,5,94.8
1819,6,102.8
1819,7,76.5
1819,8,65.1
1819,9,82.3
1819,10,110.8
1819,11,88.0
1819,12,122.2
1820,1,73.7
1820,2,39.8
1820,3,77.6
1820,4,39.8
1820,5,140.6
1820,6,66.9
1820,7,50.4
1820,8,125.1
1820,9,86.3
1820,10,95.0
1820,11,69.8
1820,12,104.7
1821,1,57.7
1821,2,17.4
1821,3,117.7
1821,4,109.0
1821,5,59.9
1821,6,12.0
1821,7,55.6
1821,8,100.2
1821,9,124.2
1821,10,102.4
1821,11,156.9
1821,12,176.5
1822,1,50.9
1822,2,107.7
1822,3,122.7
1822,4,69.5
1822,5,54.4
1822,6,34.7
1822,7,191.0
1822,8,104.2
1822,9,53.3
1822,10,150.5
1822,11,163.2
1822,12,55.6
1823,1,81.9
1823,2,94.7
1823,3,85.4
1823,4,86.5
1823,5,126.3
1823,6,44.4
1823,7,164.9
1823,8,115.8
1823,9,90.1
1823,10,87.7
1823,11,52.6
1823,12,139.2
1824,1,72.1
1824,2,52.8
1824,3,74.1
1824,4,55.8
1824,5,20.3
1824,6,54.8
1824,7,35.5
1824,8,58.9
1824,9,90.3
1824,10,191.8
1824,11,155.3
1824,12,153.3
1825,1,86.2
1825,2,48.2
1825,3,65.6
1825,4,52.3
1825,5,88.2
1825,6,72.8
1825,7,20.5
1825,8,88.2
1825,9,104.6
1825,10,145.7
1825,11,130.3
1825,12,123.1
1826,1,77.2
1826,2,160.6
1826,3,60.3
1826,4,50.6
1826,5,17.7
1826,6,8.9
1826,7,68.3
1826,8,100.3
1826,9,72.8
1826,10,109.1
1826,11,76.3
1826,12,83.4
1827,1,78.9
1827,2,42.1
1827,3,155.7
1827,4,55.7
1827,5,90.4
1827,6,91.5
1827,7,66.3
1827,8,92.5
1827,9,70.5
1827,10,92.5
1827,11,65.2
1827,12,150.4
1828,1,125.7
1828,2,101.3
1828,3,62.2
1828,4,113.5
1828,5,62.2
1828,6,67.1
1828,7,153.8
1828,8,119.6
1828,9,64.7
1828,10,70.8
1828,11,119.6
1828,12,159.9
1829,1,41.1
1829,2,59.7
1829,3,42.1
1829,4,111.6
1829,5,40.2
1829,6,72.5
1829,7,109.7
1829,8,183.1
1829,9,83.2
1829,10,116.5
1829,11,62.7
1829,12,56.8
1830,1,40.1
1830,2,72.1
1830,3,68.1
1830,4,79.2
1830,5,80.2
1830,6,61.1
1830,7,105.2
1830,8,81.2
1830,9,130.3
1830,10,63.1
1830,11,120.2
1830,12,101.2
1831,1,45.1
1831,2,91.2
1831,3,109.2
1831,4,42.8
1831,5,21.4
1831,6,71.0
1831,7,84.5
1831,8,74.3
1831,9,84.5
1831,10,146.4
1831,11,194.8
1831,12,161.1
1832,1,46.8
1832,2,56.3
1832,3,80.2
1832,4,57.3
1832,5,42.0
1832,6,94.5
1832,7,42.0
1832,8,108.8
1832,9,40.1
1832,10,113.6
1832,11,127.9
1832,12,145.1
1833,1,24.4
1833,2,137.0
1833,3,34.8
1833,4,69.7
1833,5,47.6
1833,6,126.5
1833,7,70.8
1833,8,51.1
1833,9,117.2
1833,10,118.4
1833,11,159.0
1833,12,204.3
1834,1,184.3
1834,2,98.2
1834,3,65.8
1834,4,14.2
1834,5,45.6
1834,6,101.3
1834,7,113.4
1834,8,82.0
1834,9,79.0
1834,10,88.1
1834,11,78.0
1834,12,62.8
1835,1,82.7
1835,2,145.5
1835,3,88.2
1835,4,29.8
1835,5,105.8
1835,6,38.6
1835,7,83.8
1835,8,76.1
1835,9,137.8
1835,10,114.7
1835,11,137.8
1835,12,61.7
1836,1,98.2
1836,2,47.5
1836,3,115.9
1836,4,56.3
1836,5,8.8
1836,6,83.9
1836,7,143.5
1836,8,59.6
1836,9,128.0
1836,10,125.8
1836,11,140.2
1836,12,96.0
1837,1,62.8
1837,2,118.6
1837,3,35.9
1837,4,63.8
1837,5,53.8
1837,6,61.8
1837,7,116.6
1837,8,71.8
1837,9,79.7
1837,10,100.7
1837,11,109.6
1837,12,121.6
1838,1,53.8
1838,2,83.8
1838,3,85.9
1838,4,75.5
1838,5,47.6
1838,6,97.2
1838,7,106.5
1838,8,114.8
1838,9,59.0
1838,10,84.8
1838,11,143.8
1838,12,81.7
1839,1,76.0
1839,2,78.3
1839,3,92.1
1839,4,51.8
1839,5,23.0
1839,6,89.8
1839,7,127.8
1839,8,110.5
1839,9,163.5
1839,10,117.4
1839,11,108.2
1839,12,112.8
1840,1,133.8
1840,2,72.4
1840,3,11.9
1840,4,28.4
1840,5,83.4
1840,6,68.7
1840,7,86.2
1840,8,100.8
1840,9,77.9
1840,10,48.6
1840,11,121.0
1840,12,83.4
1841,1,66.5
1841,2,69.7
1841,3,90.5
1841,4,52.0
1841,5,64.5
1841,6,67.6
1841,7,81.1
1841,8,108.1
1841,9,93.6
1841,10,138.3
1841,11,104.0
1841,12,104.0
1842,1,89.2
1842,2,95.2
1842,3,93.2
1842,4,16.8
1842,5,98.1
1842,6,60.5
1842,7,105.1
1842,8,50.5
1842,9,93.2
1842,10,57.5
1842,11,157.6
1842,12,74.3
1843,1,81.8
1843,2,53.2
1843,3,61.1
1843,4,102.5
1843,5,116.3
1843,6,76.9
1843,7,77.9
1843,8,97.6
1843,9,46.3
1843,10,125.2
1843,11,104.5
1843,12,42.4
1844,1,70.9
1844,2,104.0
1844,3,79.4
1844,4,38.8
1844,5,7.6
1844,6,73.8
1844,7,75.7
1844,8,106.9
1844,9,68.1
1844,10,142.8
1844,11,115.4
1844,12,62.4
1845,1,140.5
1845,2,46.5
1845,3,50.8
1845,4,65.9
1845,5,46.5
1845,6,105.9
1845,7,117.8
1845,8,78.9
1845,9,65.9
1845,10,123.2
1845,11,135.1
1845,12,103.8
1846,1,125.5
1846,2,61.5
1846,3,111.3
1846,4,134.9
1846,5,61.5
1846,6,54.4
1846,7,98.2
1846,8,136.1
1846,9,79.3
1846,10,156.2
1846,11,120.7
1846,12,43.8
1847,1,113.2
1847,2,67.9
1847,3,54.5
1847,4,88.5
1847,5,111.1
1847,6,47.3
1847,7,39.1
1847,8,48.4
1847,9,66.9
1847,10,86.4
1847,11,113.2
1847,12,192.4
1848,1,79.4
1848,2,144.7
1848,3,93.7
1848,4,97.2
1848,5,37.9
1848,6,98.4
1848,7,88.9
1848,8,170.7
1848,9,77.1
1848,10,119.8
1848,11,64.0
1848,12,113.8
1849,1,114.5
1849,2,45.4
1849,3,37.8
1849,4,103.7
1849,5,82.1
1849,6,19.4
1849,7,86.4
1849,8,103.7
1849,9,142.5
1849,10,130.7
1849,11,93.9
1849,12,119.9
1850,1,113.5
1850,2,86.4
1850,3,38.6
1850,4,138.3
1850,5,59.7
1850,6,54.5
1850,7,103.4
1850,8,76.3
1850,9,70.5
1850,10,62.7
1850,11,113.1
1850,12,104.0
1851,1,195.0
1851,2,55.2
1851,3,79.9
1851,4,54.7
1851,5,45.0
1851,6,101.5
1851,7,90.3
1851,8,96.6
1851,9,49.4
1851,10,113.4
1851,11,45.4
1851,12,68.8
1852,1,161.4
1852,2,92.4
1852,3,44.6
1852,4,44.4
1852,5,70.2
1852,6,179.4
1852,7,68.6
1852,8,110.1
1852,9,57.3
1852,10,88.7
1852,11,223.2
1852,12,208.2
1853,1,144.7
1853,2,43.0
1853,3,83.5
1853,4,75.3
1853,5,33.2
1853,6,77.5
1853,7,100.5
1853,8,82.9
1853,9,60.2
1853,10,185.1
1853,11,106.0
1853,12,48.4
1854,1,138.6
1854,2,36.0
1854,3,37.3
1854,4,18.8
1854,5,100.0
1854,6,110.4
1854,7,102.6
1854,8,60.5
1854,9,47.8
1854,10,77.8
1854,11,74.6
1854,12,94.9
1855,1,16.5
1855,2,59.1
1855,3,86.0
1855,4,36.7
1855,5,79.8
1855,6,68.2
1855,7,84.1
1855,8,105.0
1855,9,50.7
1855,10,103.2
1855,11,49.2
1855,12,87.4
1856,1,111.6
1856,2,82.0
1856,3,35.9
1856,4,76.2
1856,5,124.1
1856,6,59.6
1856,7,44.7
1856,8,87.7
1856,9,91.7
1856,10,82.4
1856,11,39.3
1856,12,115.3
1857,1,97.2
1857,2,56.7
1857,3,98.3
1857,4,118.7
1857,5,53.8
1857,6,81.7
1857,7,59.4
1857,8,66.4
1857,9,90.6
1857,10,80.4
1857,11,95.7
1857,12,64.4
1858,1,61.4
1858,2,69.7
1858,3,51.7
1858,4,143.5
1858,5,86.4
1858,6,43.0
1858,7,83.0
1858,8,69.5
1858,9,85.3
1858,10,83.2
1858,11,68.6
1858,12,141.1
1859,1,89.8
1859,2,51.0
1859,3,90.1
1859,4,106.9
1859,5,16.3
1859,6,36.5
1859,7,63.1
1859,8,90.3
1859,9,132.4
1859,10,76.9
1859,11,120.0
1859,12,115.9
1860,1,164.6
1860,2,52.1
1860,3,86.2
1860,4,56.4
1860,5,101.4
1860,6,154.4
1860,7,68.3
1860,8,152.2
1860,9,52.3
1860,10,76.7
1860,11,90.9
1860,12,88.4
1861,1,88.9
1861,2,90.3
1861,3,120.5
1861,4,36.0
1861,5,18.2
1861,6,99.4
1861,7,164.4
1861,8,165.0
1861,9,174.7
1861,10,99.2
1861,11,114.5
1861,12,78.5
1862,1,158.9
1862,2,41.5
1862,3,104.2
1862,4,100.0
1862,5,100.5
1862,6,91.4
1862,7,100.2
1862,8,76.7
1862,9,63.8
1862,10,152.4
1862,11,87.8
1862,12,126.7
1863,1,104.0
1863,2,47.3
1863,3,100.7
1863,4,55.5
1863,5,59.5
1863,6,83.9
1863,7,26.7
1863,8,124.9
1863,9,114.5
1863,10,172.7
1863,11,124.0
1863,12,94.7
1864,1,79.9
1864,2,51.2
1864,3,88.2
1864,4,45.8
1864,5,52.6
1864,6,80.0
1864,7,39.7
1864,8,54.8
1864,9,96.8
1864,10,97.4
1864,11,156.6
1864,12,81.8
1865,1,120.4
1865,2,92.1
1865,3,78.6
1865,4,36.2
1865,5,111.1
1865,6,26.0
1865,7,85.2
1865,8,126.5
1865,9,29.6
1865,10,144.7
1865,11,161.3
1865,12,127.2
1866,1,146.9
1866,2,84.6
1866,3,100.3
1866,4,68.4
1866,5,46.5
1866,6,89.2
1866,7,47.7
1866,8,112.0
1866,9,129.2
1866,10,69.2
1866,11,89.2
1866,12,118.4
1867,1,104.6
1867,2,89.6
1867,3,83.3
1867,4,97.1
1867,5,106.9
1867,6,33.8
1867,7,99.6
1867,8,85.8
1867,9,71.9
1867,10,144.9
1867,11,32.5
1867,12,62.7
1868,1,132.1
1868,2,80.2
1868,3,104.7
1868,4,69.1
1868,5,69.7
1868,6,35.0
1868,7,40.8
1868,8,130.1
1868,9,91.5
1868,10,92.1
1868,11,109.3
1868,12,192.8
1869,1,149.5
1869,2,101.3
1869,3,76.2
1869,4,73.3
1869,5,95.5
1869,6,28.1
1869,7,62.4
1869,8,42.6
1869,9,159.3
1869,10,41.8
1869,11,103.0
1869,12,142.2
1870,1,106.6
1870,2,79.0
1870,3,60.0
1870,4,41.0
1870,5,74.5
1870,6,31.6
1870,7,41.5
1870,8,60.4
1870,9,81.8
1870,10,207.1
1870,11,69.3
1870,12,76.1
1871,1,125.9
1871,2,93.7
1871,3,69.3
1871,4,106.2
1871,5,26.3
1871,6,81.6
1871,7,148.2
1871,8,74.8
1871,9,83.3
1871,10,111.0
1871,11,80.0
1871,12,76.1
1872,1,152.9
1872,2,117.6
1872,3,89.5
1872,4,69.3
1872,5,56.7
1872,6,110.5
1872,7,88.2
1872,8,115.7
1872,9,124.6
1872,10,140.0
1872,11,145.2
1872,12,194.7
1873,1,160.0
1873,2,43.9
1873,3,91.7
1873,4,38.8
1873,5,57.6
1873,6,50.0
1873,7,134.0
1873,8,151.7
1873,9,94.5
1873,10,112.7
1873,11,75.2
1873,12,35.4
1874,1,81.2
1874,2,80.6
1874,3,54.1
1874,4,62.0
1874,5,38.9
1874,6,43.0
1874,7,82.0
1874,8,120.5
1874,9,107.6
1874,10,137.9
1874,11,118.7
1874,12,122.4
1875,1,166.6
1875,2,53.1
1875,3,40.6
1875,4,35.4
1875,5,67.9
1875,6,94.8
1875,7,79.0
1875,8,81.6
1875,9,149.1
1875,10,173.1
1875,11,118.5
1875,12,66.1
1876,1,56.0
1876,2,134.4
1876,3,111.2
1876,4,81.4
1876,5,20.1
1876,6,51.8
1876,7,51.9
1876,8,103.3
1876,9,125.7
1876,10,134.8
1876,11,131.2
1876,12,205.0
1877,1,170.9
1877,2,74.2
1877,3,86.2
1877,4,118.2
1877,5,76.3
1877,6,83.4
1877,7,82.8
1877,8,141.5
1877,9,79.3
1877,10,136.3
1877,11,162.4
1877,12,118.4
1878,1,94.8
1878,2,62.4
1878,3,46.3
1878,4,75.4
1878,5,122.0
1878,6,133.9
1878,7,40.5
1878,8,114.8
1878,9,92.7
1878,10,107.7
1878,11,66.1
1878,12,67.4
1879,1,101.7
1879,2,120.4
1879,3,55.1
1879,4,70.5
1879,5,71.0
1879,6,155.0
1879,7,119.9
1879,8,122.6
1879,9,121.6
1879,10,47.4
1879,11,28.6
1879,12,56.5
1880,1,47.7
1880,2,107.4
1880,3,91.9
1880,4,100.7
1880,5,37.4
1880,6,88.5
1880,7,146.3
1880,8,52.0
1880,9,84.8
1880,10,85.8
1880,11,133.4
1880,12,99.2
1881,1,36.5
1881,2,118.1
1881,3,103.5
1881,4,45.2
1881,5,66.8
1881,6,128.1
1881,7,69.6
1881,8,130.3
1881,9,74.4
1881,10,103.8
1881,11,146.7
1881,12,125.4
1882,1,80.2
1882,2,94.5
1882,3,84.2
1882,4,117.6
1882,5,77.3
1882,6,97.3
1882,7,138.7
1882,8,90.8
1882,9,91.8
1882,10,115.7
1882,11,148.3
1882,12,116.2
1883,1,167.2
1883,2,174.4
1883,3,49.1
1883,4,66.7
1883,5,62.3
1883,6,59.8
1883,7,108.0
1883,8,109.7
1883,9,134.1
1883,10,99.4
1883,11,127.0
1883,12,57.0
1884,1,145.0
1884,2,156.7
1884,3,117.9
1884,4,45.2
1884,5,71.9
1884,6,26.3
1884,7,94.4
1884,8,49.6
1884,9,72.2
1884,10,73.1
1884,11,97.3
1884,12,116.6
1885,1,98.2
1885,2,127.0
1885,3,75.9
1885,4,90.2
1885,5,72.4
1885,6,30.3
1885,7,56.9
1885,8,84.0
1885,9,144.0
1885,10,115.2
1885,11,74.4
1885,12,46.7
1886,1,112.6
1886,2,82.6
1886,3,100.7
1886,4,62.8
1886,5,111.8
1886,6,44.0
1886,7,103.1
1886,8,75.6
1886,9,109.2
1886,10,150.9
1886,11,91.3
1886,12,146.1
1887,1,102.2
1887,2,47.4
1887,3,45.3
1887,4,49.8
1887,5,38.8
1887,6,14.9
1887,7,71.6
1887,8,84.4
1887,9,85.5
1887,10,69.9
1887,11,94.4
1887,12,84.8
1888,1,89.7
1888,2,25.7
1888,3,98.3
1888,4,55.9
1888,5,76.7
1888,6,121.9
1888,7,139.8
1888,8,88.4
1888,9,33.2
1888,10,65.0
1888,11,129.3
1888,12,142.0
1889,1,90.3
1889,2,81.1
1889,3,50.5
1889,4,74.6
1889,5,102.7
1889,6,28.0
1889,7,63.7
1889,8,160.4
1889,9,55.1
1889,10,135.2
1889,11,57.5
1889,12,109.1
1890,1,143.3
1890,2,45.7
1890,3,97.9
1890,4,45.9
1890,5,75.9
1890,6,88.2
1890,7,73.1
1890,8,84.7
1890,9,85.3
1890,10,65.0
1890,11,171.8
1890,12,70.3
1891,1,58.7
1891,2,10.1
1891,3,48.5
1891,4,61.4
1891,5,87.7
1891,6,74.2
1891,7,53.6
1891,8,161.3
1891,9,82.9
1891,10,141.8
1891,11,103.1
1891,12,158.8
1892,1,70.9
1892,2,81.0
1892,3,27.9
1892,4,32.6
1892,5,112.3
1892,6,70.7
1892,7,90.1
1892,8,164.6
1892,9,101.3
1892,10,89.7
1892,11,134.3
1892,12,74.8
1893,1,88.3
1893,2,102.2
1893,3,23.6
1893,4,29.8
1893,5,50.0
1893,6,53.2
1893,7,74.2
1893,8,113.7
1893,9,58.2
1893,10,81.4
1893,11,65.3
1893,12,116.7
1894,1,131.9
1894,2,94.9
1894,3,62.2
1894,4,107.6
1894,5,72.3
1894,6,62.8
1894,7,114.1
1894,8,88.7
1894,9,16.3
1894,10,123.3
1894,11,116.4
1894,12,97.2
1895,1,103.4
1895,2,29.8
1895,3,99.5
1895,4,57.7
1895,5,18.3
1895,6,59.2
1895,7,124.4
1895,8,139.0
1895,9,28.5
1895,10,104.3
1895,11,141.8
1895,12,155.0
1896,1,48.8
1896,2,56.5
1896,3,119.7
1896,4,35.5
1896,5,11.2
1896,6,70.7
1896,7,148.5
1896,8,59.9
1896,9,159.2
1896,10,101.0
1896,11,34.8
1896,12,165.6
1897,1,73.1
1897,2,72.5
1897,3,147.3
1897,4,112.0
1897,5,47.8
1897,6,119.6
1897,7,60.6
1897,8,149.4
1897,9,77.3
1897,10,90.1
1897,11,127.6
1897,12,139.9
1898,1,78.5
1898,2,79.1
1898,3,34.1
1898,4,109.8
1898,5,89.4
1898,6,77.7
1898,7,31.9
1898,8,132.8
1898,9,88.4
1898,10,123.5
1898,11,122.7
1898,12,95.1
1899,1,133.4
1899,2,100.1
1899,3,52.7
1899,4,98.6
1899,5,87.8
1899,6,60.3
1899,7,77.0
1899,8,67.9
1899,9,82.4
1899,10,57.9
1899,11,92.9
1899,12,184.8
1900,1,114.4
1900,2,108.9
1900,3,26.1
1900,4,67.5
1900,5,79.9
1900,6,118.2
1900,7,75.7
1900,8,135.3
1900,9,46.7
1900,10,133.9
1900,11,166.8
1900,12,144.3
1901,1,108.7
1901,2,42.9
1901,3,80.6
1901,4,81.1
1901,5,49.1
1901,6,75.6
1901,7,33.3
1901,8,98.6
1901,9,133.6
1901,10,107.6
1901,11,96.4
1901,12,118.5
1902,1,70.9
1902,2,83.5
1902,3,67.2
1902,4,73.1
1902,5,69.5
1902,6,74.0
1902,7,80.7
1902,8,76.2
1902,9,86.8
1902,10,69.9
1902,11,144.8
1902,12,96.4
1903,1,161.1
1903,2,97.8
1903,3,168.6
1903,4,49.1
1903,5,70.7
1903,6,68.1
1903,7,129.9
1903,8,150.5
1903,9,106.0
1903,10,156.0
1903,11,73.2
1903,12,104.2
1904,1,120.1
1904,2,133.1
1904,3,77.1
1904,4,60.5
1904,5,65.3
1904,6,54.8
1904,7,99.8
1904,8,114.2
1904,9,96.1
1904,10,64.9
1904,11,75.2
1904,12,83.1
1905,1,75.3
1905,2,54.1
1905,3,135.1
1905,4,77.9
1905,5,37.3
1905,6,55.5
1905,7,49.2
1905,8,157.4
1905,9,52.7
1905,10,47.7
1905,11,113.9
1905,12,75.8
1906,1,135.2
1906,2,84.4
1906,3,67.6
1906,4,52.4
1906,5,99.0
1906,6,49.0
1906,7,64.8
1906,8,87.1
1906,9,34.5
1906,10,131.7
1906,11,72.5
1906,12,90.0
1907,1,47.0
1907,2,63.6
1907,3,75.6
1907,4,75.9
1907,5,104.7
1907,6,111.4
1907,7,69.7
1907,8,95.8
1907,9,40.0
1907,10,140.7
1907,11,92.7
1907,12,130.3
1908,1,84.4
1908,2,67.2
1908,3,106.3
1908,4,67.0
1908,5,74.4
1908,6,51.0
1908,7,81.3
1908,8,97.7
1908,9,151.4
1908,10,60.5
1908,11,73.7
1908,12,116.4
1909,1,72.8
1909,2,53.1
1909,3,91.9
1909,4,128.0
1909,5,52.0
1909,6,53.6
1909,7,75.7
1909,8,40.4
1909,9,63.1
1909,10,158.4
1909,11,49.7
1909,12,120.8
1910,1,101.1
1910,2,145.4
1910,3,67.5
1910,4,67.6
1910,5,65.0
1910,6,108.8
1910,7,88.8
1910,8,155.0
1910,9,28.7
1910,10,69.9
1910,11,114.7
1910,12,115.7
1911,1,46.7
1911,2,81.8
1911,3,56.6
1911,4,67.2
1911,5,56.2
1911,6,55.1
1911,7,80.3
1911,8,65.2
1911,9,73.4
1911,10,110.6
1911,11,130.9
1911,12,195.3
1912,1,114.2
1912,2,105.3
1912,3,122.6
1912,4,34.5
1912,5,38.5
1912,6,144.5
1912,7,117.3
1912,8,133.5
1912,9,25.2
1912,10,84.2
1912,11,75.4
1912,12,128.7
1913,1,173.0
1913,2,53.2
1913,3,106.6
1913,4,104.9
1913,5,114.2
1913,6,71.8
1913,7,24.3
1913,8,37.1
1913,9,107.1
1913,10,124.3
1913,11,120.4
1913,12,80.7
1914,1,59.6
1914,2,149.9
1914,3,125.5
1914,4,45.8
1914,5,52.1
1914,6,31.5
1914,7,85.4
1914,8,125.8
1914,9,62.7
1914,10,56.3
1914,11,117.7
1914,12,211.0
