Year,Month,Median montly series
1915,1,102.7
1915,2,140.3
1915,3,31.1
1915,4,55.7
1915,5,47.3
1915,6,48.9
1915,7,134.2
1915,8,83.2
1915,9,49.4
1915,10,118.4
1915,11,89.2
1915,12,170.3
1916,1,75.5
1916,2,122.5
1916,3,58.6
1916,4,94.8
1916,5,113.8
1916,6,66.3
1916,7,59.6
1916,8,84.5
1916,9,55.2
1916,10,206.2
1916,11,162.9
1916,12,93.6
1917,1,62.1
1917,2,48.4
1917,3,83.2
1917,4,48.5
1917,5,87.6
1917,6,60.3
1917,7,67.9
1917,8,195.7
1917,9,56.7
1917,10,139.6
1917,11,99.3
1917,12,71.2
1918,1,102.0
1918,2,124.1
1918,3,53.0
1918,4,38.9
1918,5,64.3
1918,6,45.5
1918,7,100.4
1918,8,76.3
1918,9,174.0
1918,10,120.7
1918,11,97.4
1918,12,145.2
1919,1,116.6
1919,2,64.3
1919,3,80.7
1919,4,48.8
1919,5,78.7
1919,6,66.3
1919,7,34.3
1919,8,82.0
1919,9,73.6
1919,10,38.0
1919,11,73.2
1919,12,160.9
1920,1,144.3
1920,2,66.9
1920,3,102.0
1920,4,102.6
1920,5,103.5
1920,6,53.7
1920,7,125.4
1920,8,70.3
1920,9,66.5
1920,10,130.4
1920,11,105.1
1920,12,104.1
1921,1,110.5
1921,2,47.2
1921,3,94.7
1921,4,26.1
1921,5,60.5
1921,6,8.4
1921,7,106.6
1921,8,112.5
1921,9,41.6
1921,10,86.3
1921,11,110.8
1921,12,91.8
1922,1,120.5
1922,2,108.7
1922,3,58.8
1922,4,82.1
1922,5,49.6
1922,6,46.9
1922,7,93.6
1922,8,111.6
1922,9,88.5
1922,10,39.1
1922,11,50.6
1922,12,111.0
1923,1,82.9
1923,2,174.1
1923,3,70.5
1923,4,97.2
1923,5,46.2
1923,6,29.1
1923,7,79.3
1923,8,156.8
1923,9,108.4
1923,10,123.1
1923,11,97.6
1923,12,98.9
1924,1,152.6
1924,2,48.3
1924,3,36.1
1924,4,86.5
1924,5,104.3
1924,6,98.3
1924,7,107.8
1924,8,118.7
1924,9,164.0
1924,10,100.4
1924,11,111.1
1924,12,165.7
1925,1,118.0
1925,2,123.0
1925,3,27.0
1925,4,106.5
1925,5,132.2
1925,6,15.6
1925,7,89.3
1925,8,72.8
1925,9,76.4
1925,10,105.5
1925,11,73.1
1925,12,85.7
1926,1,183.1
1926,2,90.9
1926,3,42.4
1926,4,63.3
1926,5,84.9
1926,6,76.3
1926,7,79.8
1926,8,88.3
1926,9,59.1
1926,10,92.0
1926,11,145.4
1926,12,31.1
1927,1,127.3
1927,2,72.7
1927,3,109.5
1927,4,48.6
1927,5,47.7
1927,6,93.3
1927,7,97.4
1927,8,138.8
1927,9,115.0
1927,10,87.5
1927,11,101.7
1927,12,105.1
1928,1,155.0
1928,2,101.2
1928,3,131.9
1928,4,68.1
1928,5,45.5
1928,6,144.8
1928,7,50.6
1928,8,138.9
1928,9,67.5
1928,10,172.5
1928,11,146.1
1928,12,115.0
1929,1,56.4
1929,2,135.2
1929,3,20.0
1929,4,34.2
1929,5,76.3
1929,6,57.5
1929,7,100.1
1929,8,117.3
1929,9,32.1
1929,10,125.9
1929,11,160.9
1929,12,219.1
1930,1,155.5
1930,2,28.8
1930,3,125.3
1930,4,53.1
1930,5,53.3
1930,6,59.4
1930,7,89.4
1930,8,158.7
1930,9,115.6
1930,10,160.5
1930,11,121.2
1930,12,117.1
1931,1,83.4
1931,2,82.9
1931,3,95.2
1931,4,78.3
1931,5,117.7
1931,6,116.8
1931,7,103.6
1931,8,86.2
1931,9,77.7
1931,10,55.6
1931,11,197.5
1931,12,77.1
1932,1,122.0
1932,2,7.3
1932,3,62.1
1932,4,86.3
1932,5,89.7
1932,6,40.8
1932,7,119.5
1932,8,62.2
1932,9,84.1
1932,10,111.4
1932,11,61.7
1932,12,167.0
1933,1,93.3
1933,2,87.8
1933,3,84.5
1933,4,44.7
1933,5,84.3
1933,6,66.2
1933,7,76.3
1933,8,52.1
1933,9,33.9
1933,10,87.9
1933,11,50.5
1933,12,59.6
1934,1,108.1
1934,2,8.3
1934,3,94.9
1934,4,80.6
1934,5,69.1
1934,6,51.3
1934,7,54.4
1934,8,125.9
1934,9,160.9
1934,10,118.3
1934,11,43.8
1934,12,188.4
1935,1,41.4
1935,2,103.1
1935,3,45.5
1935,4,84.1
1935,5,33.2
1935,6,133.9
1935,7,27.4
1935,8,71.5
1935,9,155.6
1935,10,114.4
1935,11,128.1
1935,12,86.5
1936,1,144.0
1936,2,83.2
1936,3,73.8
1936,4,49.0
1936,5,38.6
1936,6,89.2
1936,7,169.5
1936,8,44.5
1936,9,106.4
1936,10,73.3
1936,11,110.2
1936,12,127.3
1937,1,174.9
1937,2,137.3
1937,3,94.3
1937,4,82.4
1937,5,55.5
1937,6,47.6
1937,7,117.1
1937,8,70.8
1937,9,102.9
1937,10,68.6
1937,11,69.2
1937,12,77.2
1938,1,131.4
1938,2,58.7
1938,3,47.5
1938,4,5.3
1938,5,99.6
1938,6,102.2
1938,7,134.1
1938,8,89.4
1938,9,75.9
1938,10,176.0
1938,11,159.3
1938,12,124.0
1939,1,130.0
1939,2,96.9
1939,3,79.7
1939,4,48.2
1939,5,30.4
1939,6,59.8
1939,7,119.1
1939,8,50.4
1939,9,59.1
1939,10,86.0
1939,11,193.5
1939,12,84.0
1940,1,106.2
1940,2,127.5
1940,3,95.0
1940,4,97.9
1940,5,47.8
1940,6,35.5
1940,7,95.2
1940,8,18.2
1940,9,65.3
1940,10,177.0
1940,11,139.4
1940,12,114.6
1941,1,106.3
1941,2,107.6
1941,3,86.8
1941,4,45.4
1941,5,68.9
1941,6,25.2
1941,7,75.4
1941,8,93.6
1941,9,32.0
1941,10,92.3
1941,11,167.5
1941,12,62.4
1942,1,150.3
1942,2,39.2
1942,3,97.6
1942,4,62.5
1942,5,112.8
1942,6,13.1
1942,7,93.3
1942,8,124.7
1942,9,116.0
1942,10,66.1
1942,11,24.2
1942,12,140.1
1943,1,175.8
1943,2,55.2
1943,3,33.5
1943,4,54.9
1943,5,103.5
1943,6,80.3
1943,7,61.8
1943,8,119.4
1943,9,96.4
1943,10,125.7
1943,11,80.6
1943,12,72.3
1944,1,108.9
1944,2,36.9
1944,3,16.9
1944,4,68.4
1944,5,45.6
1944,6,58.2
1944,7,97.1
1944,8,77.5
1944,9,132.9
1944,10,139.1
1944,11,160.3
1944,12,120.9
1945,1,88.2
1945,2,102.8
1945,3,42.3
1945,4,43.0
1945,5,98.5
1945,6,108.8
1945,7,114.4
1945,8,59.1
1945,9,92.1
1945,10,105.4
1945,11,34.2
1945,12,137.4
1946,1,125.4
1946,2,88.0
1946,3,59.2
1946,4,34.1
1946,5,64.7
1946,6,99.3
1946,7,88.1
1946,8,150.8
1946,9,162.9
1946,10,68.7
1946,11,136.6
1946,12,136.3
1947,1,135.9
1947,2,71.9
1947,3,184.8
1947,4,104.9
1947,5,115.2
1947,6,122.9
1947,7,92.0
1947,8,27.8
1947,9,79.7
1947,10,71.7
1947,11,134.6
1947,12,106.0
1948,1,200.5
1948,2,67.6
1948,3,74.8
1948,4,65.5
1948,5,59.9
1948,6,91.0
1948,7,70.8
1948,8,98.2
1948,9,93.6
1948,10,106.8
1948,11,94.0
1948,12,199.0
1949,1,71.6
1949,2,71.5
1949,3,57.5
1949,4,75.9
1949,5,60.9
1949,6,30.8
1949,7,62.3
1949,8,104.1
1949,9,63.4
1949,10,157.2
1949,11,102.5
1949,12,115.2
1950,1,68.8
1950,2,138.7
1950,3,57.6
1950,4,89.0
1950,5,31.8
1950,6,61.2
1950,7,126.1
1950,8,152.1
1950,9,164.1
1950,10,88.3
1950,11,93.5
1950,12,99.2
1951,1,125.4
1951,2,98.6
1951,3,85.8
1951,4,49.7
1951,5,56.6
1951,6,53.6
1951,7,68.9
1951,8,134.6
1951,9,128.7
1951,10,53.3
1951,11,153.6
1951,12,162.3
1952,1,127.0
1952,2,24.9
1952,3,67.6
1952,4,64.3
1952,5,65.2
1952,6,63.5
1952,7,33.0
1952,8,100.0
1952,9,53.6
1952,10,145.7
1952,11,79.7
1952,12,104.7
1953,1,40.3
1953,2,47.5
1953,3,19.9
1953,4,72.9
1953,5,59.8
1953,6,43.6
1953,7,129.0
1953,8,96.0
1953,9,107.8
1953,10,88.0
1953,11,104.3
1953,12,87.8
1954,1,79.4
1954,2,117.0
1954,3,101.5
1954,4,28.7
1954,5,104.3
1954,6,65.9
1954,7,89.4
1954,8,79.1
1954,9,129.3
1954,10,173.9
1954,11,145.0
1954,12,128.0
1955,1,111.9
1955,2,100.7
1955,3,39.6
1955,4,71.5
1955,5,91.7
1955,6,129.2
1955,7,18.9
1955,8,47.1
1955,9,83.0
1955,10,58.9
1955,11,87.7
1955,12,138.8
1956,1,106.8
1956,2,35.2
1956,3,86.4
1956,4,29.2
1956,5,44.7
1956,6,78.1
1956,7,119.8
1956,8,141.2
1956,9,122.6
1956,10,73.9
1956,11,66.7
1956,12,161.5
1957,1,127.1
1957,2,92.4
1957,3,128.7
1957,4,33.1
1957,5,59.5
1957,6,47.1
1957,7,100.2
1957,8,87.9
1957,9,166.0
1957,10,110.1
1957,11,44.0
1957,12,112.7
1958,1,131.4
1958,2,121.0
1958,3,81.3
1958,4,34.5
1958,5,110.0
1958,6,127.9
1958,7,121.2
1958,8,141.8
1958,9,139.9
1958,10,71.9
1958,11,69.1
1958,12,130.9
1959,1,84.7
1959,2,30.3
1959,3,95.7
1959,4,83.5
1959,5,54.9
1959,6,62.9
1959,7,63.1
1959,8,32.2
1959,9,38.2
1959,10,146.0
1959,11,121.9
1959,12,201.8
1960,1,116.1
1960,2,95.6
1960,3,83.4
1960,4,74.5
1960,5,69.8
1960,6,71.5
1960,7,144.9
1960,8,119.4
1960,9,119.5
1960,10,140.2
1960,11,167.1
1960,12,126.1
1961,1,156.4
1961,2,93.5
1961,3,21.9
1961,4,135.6
1961,5,52.1
1961,6,48.1
1961,7,81.3
1961,8,71.7
1961,9,123.4
1961,10,118.3
1961,11,76.3
1961,12,89.5
1962,1,127.4
1962,2,47.0
1962,3,89.7
1962,4,64.5
1962,5,77.2
1962,6,46.1
1962,7,70.6
1962,8,112.1
1962,9,145.9
1962,10,52.7
1962,11,80.7
1962,12,102.9
1963,1,29.2
1963,2,67.0
1963,3,142.0
1963,4,77.4
1963,5,69.9
1963,6,70.3
1963,7,70.8
1963,8,103.8
1963,9,66.1
1963,10,129.9
1963,11,170.6
1963,12,52.3
1964,1,43.1
1964,2,64.5
1964,3,130.6
1964,4,72.7
1964,5,79.7
1964,6,82.1
1964,7,72.1
1964,8,110.8
1964,9,75.4
1964,10,109.3
1964,11,71.5
1964,12,142.5
1965,1,139.4
1965,2,9.8
1965,3,95.8
1965,4,81.1
1965,5,82.3
1965,6,104.3
1965,7,86.4
1965,8,93.8
1965,9,96.1
1965,10,68.7
1965,11,161.1
1965,12,159.7
1966,1,116.5
1966,2,173.8
1966,3,57.8
1966,4,143.2
1966,5,87.5
1966,6,104.0
1966,7,51.7
1966,8,80.6
1966,9,83.9
1966,10,146.4
1966,11,72.4
1966,12,121.4
1967,1,84.6
1967,2,109.3
1967,3,64.7
1967,4,37.3
1967,5,132.5
1967,6,29.8
1967,7,83.2
1967,8,97.8
1967,9,134.9
1967,10,171.3
1967,11,80.7
1967,12,74.9
1968,1,121.4
1968,2,38.7
1968,3,76.0
1968,4,73.8
1968,5,64.4
1968,6,66.1
1968,7,37.0
1968,8,77.1
1968,9,144.2
1968,10,129.5
1968,11,125.5
1968,12,150.3
1969,1,174.2
1969,2,59.4
1969,3,52.9
1969,4,65.9
1969,5,94.2
1969,6,68.7
1969,7,45.5
1969,8,54.4
1969,9,45.4
1969,10,51.9
1969,11,110.6
1969,12,116.9
1970,1,127.8
1970,2,114.6
1970,3,57.6
1970,4,89.1
1970,5,32.0
1970,6,50.1
1970,7,91.6
1970,8,76.6
1970,9,110.6
1970,10,81.2
1970,11,165.8
1970,12,56.1
1971,1,102.1
1971,2,59.2
1971,3,58.5
1971,4,55.6
1971,5,53.7
1971,6,79.1
1971,7,66.3
1971,8,90.2
1971,9,41.9
1971,10,85.6
1971,11,96.7
1971,12,55.3
1972,1,144.7
1972,2,100.5
1972,3,90.9
1972,4,75.6
1972,5,113.2
1972,6,71.7
1972,7,59.4
1972,8,54.7
1972,9,16.9
1972,10,66.4
1972,11,134.8
1972,12,128.5
1973,1,100.7
1973,2,77.4
1973,3,33.9
1973,4,48.1
1973,5,99.5
1973,6,37.4
1973,7,68.2
1973,8,104.9
1973,9,109.8
1973,10,68.2
1973,11,122.3
1973,12,108.4
1974,1,205.1
1974,2,108.1
1974,3,51.9
1974,4,37.4
1974,5,95.7
1974,6,40.5
1974,7,88.5
1974,8,98.1
1974,9,166.2
1974,10,55.1
1974,11,98.8
1974,12,91.6
1975,1,162.5
1975,2,49.3
1975,3,49.4
1975,4,61.3
1975,5,26.4
1975,6,20.6
1975,7,70.5
1975,8,48.1
1975,9,134.2
1975,10,118.4
1975,11,89.9
1975,12,41.0
1976,1,109.3
1976,2,56.2
1976,3,95.5
1976,4,28.9
1976,5,96.7
1976,6,50.2
1976,7,74.7
1976,8,12.0
1976,9,116.9
1976,10,178.8
1976,11,89.5
1976,12,102.0
1977,1,104.6
1977,2,174.0
1977,3,108.4
1977,4,72.6
1977,5,28.5
1977,6,58.3
1977,7,45.0
1977,8,94.8
1977,9,68.5
1977,10,165.8
1977,11,120.4
1977,12,123.0
1978,1,112.6
1978,2,108.5
1978,3,111.6
1978,4,54.4
1978,5,24.2
1978,6,58.5
1978,7,72.5
1978,8,97.6
1978,9,68.3
1978,10,50.1
1978,11,115.1
1978,12,226.4
1979,1,94.9
1979,2,73.9
1979,3,100.4
1979,4,74.2
1979,5,108.9
1979,6,57.8
1979,7,33.1
1979,8,119.0
1979,9,59.9
1979,10,140.3
1979,11,128.9
1979,12,165.3
1980,1,117.0
1980,2,118.9
1980,3,105.1
1980,4,25.0
1980,5,35.3
1980,6,84.1
1980,7,95.4
1980,8,106.6
1980,9,136.6
1980,10,144.7
1980,11,108.2
1980,12,117.5
1981,1,63.0
1981,2,88.9
1981,3,150.5
1981,4,34.4
1981,5,155.3
1981,6,85.2
1981,7,51.9
1981,8,31.5
1981,9,165.7
1981,10,106.2
1981,11,88.6
1981,12,127.4
1982,1,105.0
1982,2,112.1
1982,3,113.2
1982,4,31.7
1982,5,71.9
1982,6,131.4
1982,7,20.3
1982,8,94.3
1982,9,114.0
1982,10,156.6
1982,11,162.7
1982,12,137.6
1983,1,127.0
1983,2,59.4
1983,3,101.3
1983,4,77.6
1983,5,110.0
1983,6,55.6
1983,7,25.5
1983,8,66.8
1983,9,126.1
1983,10,123.0
1983,11,45.0
1983,12,151.7
1984,1,180.2
1984,2,84.9
1984,3,64.7
1984,4,45.5
1984,5,31.9
1984,6,45.1
1984,7,41.9
1984,8,81.7
1984,9,99.4
1984,10,122.3
1984,11,146.1
1984,12,118.1
1985,1,78.6
1985,2,73.7
1985,3,107.0
1985,4,69.0
1985,5,87.4
1985,6,79.7
1985,7,87.0
1985,8,191.5
1985,9,97.5
1985,10,59.9
1985,11,92.2
1985,12,124.1
1986,1,136.2
1986,2,6.5
1986,3,121.1
1986,4,74.1
1986,5,124.0
1986,6,95.4
1986,7,68.1
1986,8,174.7
1986,9,7.5
1986,10,99.9
1986,11,138.4
1986,12,179.3
1987,1,56.0
1987,2,79.7
1987,3,101.6
1987,4,73.6
1987,5,32.2
1987,6,107.6
1987,7,47.5
1987,8,83.7
1987,9,111.0
1987,10,144.5
1987,11,79.1
1987,12,100.7
1988,1,194.6
1988,2,79.9
1988,3,114.7
1988,4,42.2
1988,5,83.0
1988,6,49.4
1988,7,131.1
1988,8,120.5
1988,9,80.2
1988,10,150.3
1988,11,55.5
1988,12,72.8
1989,1,89.2
1989,2,102.2
1989,3,134.3
1989,4,83.6
1989,5,20.9
1989,6,65.4
1989,7,23.8
1989,8,105.8
1989,9,59.9
1989,10,147.0
1989,11,60.0
1989,12,119.1
1990,1,135.3
1990,2,192.5
1990,3,38.2
1990,4,52.0
1990,5,37.3
1990,6,101.6
1990,7,58.4
1990,8,71.5
1990,9,39.7
1990,10,178.6
1990,11,74.8
1990,12,121.0
1991,1,103.4
1991,2,89.0
1991,3,109.3
1991,4,121.3
1991,5,7.7
1991,6,91.9
1991,7,65.2
1991,8,39.7
1991,9,79.0
1991,10,125.3
1991,11,120.7
1991,12,63.2
1992,1,66.7
1992,2,71.6
1992,3,107.9
1992,4,103.1
1992,5,55.8
1992,6,39.4
1992,7,101.0
1992,8,142.3
1992,9,97.8
1992,10,56.3
1992,11,131.6
1992,12,86.8
1993,1,133.2
1993,2,27.7
1993,3,67.1
1993,4,104.3
1993,5,135.0
1993,6,95.7
1993,7,87.8
1993,8,46.1
1993,9,135.0
1993,10,62.5
1993,11,84.8
1993,12,187.1
1994,1,148.3
1994,2,154.0
1994,3,119.6
1994,4,97.9
1994,5,67.9
1994,6,55.4
1994,7,91.9
1994,8,83.3
1994,9,87.3
1994,10,69.7
1994,11,102.3
1994,12,159.0
1995,1,172.6
1995,2,140.1
1995,3,97.9
1995,4,33.0
1995,5,68.3
1995,6,31.7
1995,7,86.3
1995,8,13.0
1995,9,66.5
1995,10,164.1
1995,11,136.2
1995,12,94.1
1996,1,146.3
1996,2,109.6
1996,3,106.2
1996,4,93.9
1996,5,70.1
1996,6,40.8
1996,7,64.5
1996,8,110.8
1996,9,37.9
1996,10,169.3
1996,11,126.5
1996,12,52.0
1997,1,35.2
1997,2,134.6
1997,3,36.4
1997,4,41.5
1997,5,82.5
1997,6,119.1
1997,7,77.0
1997,8,157.2
1997,9,61.6
1997,10,90.1
1997,11,162.4
1997,12,128.8
1998,1,144.4
1998,2,40.4
1998,3,90.9
1998,4,124.0
1998,5,39.7
1998,6,132.4
1998,7,83.7
1998,8,82.7
1998,9,96.0
1998,10,157.4
1998,11,130.3
1998,12,135.6
1999,1,135.5
1999,2,61.6
1999,3,59.7
1999,4,92.1
1999,5,60.5
1999,6,56.2
1999,7,44.1
1999,8,109.5
1999,9,173.6
1999,10,65.1
1999,11,102.6
1999,12,192.8
2000,1,66.3
2000,2,111.7
2000,3,35.7
2000,4,79.9
2000,5,66.7
2000,6,55.3
2000,7,58.5
2000,8,81.8
2000,9,120.8
2000,10,180.0
2000,11,180.4
2000,12,158.6
2001,1,73.6
2001,2,80.5
2001,3,89.2
2001,4,83.0
2001,5,40.2
2001,6,60.8
2001,7,74.8
2001,8,106.0
2001,9,66.2
2001,10,130.6
2001,11,59.5
2001,12,60.3
2002,1,151.6
2002,2,160.2
2002,3,63.3
2002,4,102.1
2002,5,139.5
2002,6,105.7
2002,7,70.4
2002,8,61.9
2002,9,39.3
2002,10,199.1
2002,11,187.3
2002,12,112.9
2003,1,81.8
2003,2,65.2
2003,3,56.6
2003,4,79.3
2003,5,112.0
2003,6,95.8
2003,7,93.5
2003,8,17.2
2003,9,57.2
2003,10,61.8
2003,11,125.1
2003,12,89.3
2004,1,123.4
2004,2,52.3
2004,3,85.9
2004,4,67.4
2004,5,47.5
2004,6,82.4
2004,7,59.3
2004,8,122.8
2004,9,101.9
2004,10,166.7
2004,11,54.2
2004,12,89.5
2005,1,128.1
2005,2,51.4
2005,3,73.6
2005,4,105.1
2005,5,86.3
2005,6,51.9
2005,7,73.9
2005,8,65.0
2005,9,86.6
2005,10,146.1
2005,11,99.1
2005,12,82.7
2006,1,57.6
2006,2,54.6
2006,3,120.3
2006,4,47.3
2006,5,126.2
2006,6,29.8
2006,7,53.9
2006,8,70.8
2006,9,162.6
2006,10,145.6
2006,11,142.3
2006,12,170.5
2007,1,107.9
2007,2,107.8
2007,3,80.3
2007,4,26.9
2007,5,65.9
2007,6,141.3
2007,7,133.0
2007,8,100.4
2007,9,52.8
2007,10,52.2
2007,11,75.0
2007,12,123.1
2008,1,174.3
2008,2,58.0
2008,3,113.5
2008,4,45.1
2008,5,42.3
2008,6,101.9
2008,7,123.8
2008,8,175.9
2008,9,108.2
2008,10,152.4
2008,11,80.4
2008,12,73.7
2009,1,152.9
2009,2,36.5
2009,3,48.7
2009,4,120.9
2009,5,90.7
2009,6,73.2
2009,7,174.7
2009,8,148.4
2009,9,49.4
2009,10,129.9
2009,11,244.9
2009,12,105.4
2010,1,93.4
2010,2,52.6
2010,3,85.6
2010,4,56.7
2010,5,47.0
2010,6,53.8
2010,7,140.8
2010,8,43.7
2010,9,136.1
2010,10,80.0
2010,11,135.7
2010,12,62.3
2011,1,78.3
2011,2,120.9
2011,3,40.7
2011,4,41.0
2011,5,96.4
2011,6,95.8
2011,7,57.4
2011,8,64.4
2011,9,113.6
2011,10,154.0
2011,11,141.4
2011,12,122.6
2012,1,99.9
2012,2,49.1
2012,3,28.6
2012,4,79.5
2012,5,55.5
2012,6,197.1
2012,7,111.8
2012,8,143.9
2012,9,64.9
2012,10,107.5
2012,11,120.3
2012,12,125.6
2013,1,142.2
2013,2,61.1
2013,3,78.7
2013,4,79.2
2013,5,81.5
2013,6,75.6
2013,7,65.5
2013,8,65.3
2013,9,55.0
2013,10,165.0
2013,11,73.6
2013,12,173.8
2014,1,173.9
2014,2,199.3
2014,3,89.8
2014,4,60.4
2014,5,85.8
2014,6,55.8
2014,7,54.1
2014,8,123.3
2014,9,18.7
2014,10,140.3
2014,11,166.9
2014,12,94.4
2015,1,125.5
2015,2,68.0
2015,3,95.0
2015,4,49.7
2015,5,133.8
2015,6,47.2
2015,7,113.1
2015,8,105.3
2015,9,65.7
2015,10,71.2
2015,11,170.2
2015,12,301.3
2016,1,172.5
2016,2,130.9
2016,3,67.8
2016,4,80.5
2016,5,64.2
2016,6,90.2
2016,7,65.5
2016,8,79.1
2016,9,108.1
2016,10,51.8
2016,11,58.0
2016,12,92.1
